LOWZIP,HIGHZIP,TERMINAL,SERV_IN,SERV_OUT,DAYS_IN,DAYS_OUT
85345,85345,AZ006,D,3,3,D
85346,85348,AZ006,D,4,4,D
85349,85350,AZ006,D,8,8,D
85351,85351,AZ006,D,3,3,D
85352,85352,AZ006,D,4,4,D
85353,85353,AZ006,D,3,3,D
85354,85354,AZ006,D,4,4,D
85355,85355,AZ006,D,3,3,D
85356,85356,AZ006,D,8,8,D
85357,85357,AZ006,D,4,4,D
85358,85358,AZ006,D,8,8,D
85359,85362,AZ006,D,4,4,D
85363,85363,AZ006,D,3,3,D
85364,85371,AZ006,D,8,8,D
85372,85375,AZ006,D,3,3,D
85376,85376,AZ006,D,8,8,D
85377,85377,AZ006,D,3,3,D
85378,85378,AZ006,D,8,8,D
85379,85383,AZ006,D,3,3,D
85385,85385,AZ006,D,8,8,D
85387,85388,AZ006,D,3,3,D
85390,85390,AZ006,D,4,4,D
85392,85396,AZ006,D,3,3,D
85501,85501,AZ006,D,4,4,D
85502,85502,AZ006,D,8,8,D
85530,85530,AZ006,D,4,4,D
85531,85531,AZ006,D,8,8,D
85532,85532,AZ006,D,4,4,D
85533,85535,AZ006,D,8,8,D
85536,85539,AZ006,D,4,4,D
85540,85540,AZ006,D,8,8,D
85541,85542,AZ006,D,4,4,D
85543,85543,AZ006,D,8,8,D
85544,85545,AZ006,D,4,4,D
85546,85546,AZ006,D,8,8,D
85547,85547,AZ006,D,4,4,D
85548,85548,AZ006,D,8,8,D
85550,85550,AZ006,D,4,4,D
85551,85552,AZ006,D,8,8,D
85553,85554,AZ006,D,4,4,D
85601,85607,AZ007,D,4,4,D
85608,85608,AZ007,D,8,8,D
85609,85613,AZ007,D,4,4,D
85614,85614,AZ007,D,3,3,D
85615,85617,AZ007,D,4,4,D
85618,85619,AZ007,D,3,3,D
85620,85621,AZ007,D,4,4,D
85622,85623,AZ007,D,3,3,D
85624,85627,AZ007,D,4,4,D
85628,85628,AZ007,D,8,8,D
85629,85629,AZ007,D,3,3,D
85630,85630,AZ007,D,4,4,D
85631,85631,AZ007,D,3,3,D
85632,85635,AZ007,D,4,4,D
85636,85636,AZ007,D,8,8,D
85637,85640,AZ007,D,4,4,D
85641,85641,AZ007,D,3,3,D
85643,85644,AZ007,D,4,4,D
85645,85645,AZ007,D,3,3,D
85646,85650,AZ007,D,4,4,D
85652,85654,AZ007,D,3,3,D
85655,85655,AZ007,D,8,8,D
85658,85658,AZ007,D,3,3,D
85670,85670,AZ007,D,8,8,D
85701,85701,AZ007,D,3,3,D
85702,85703,AZ007,D,8,8,D
85704,85716,AZ007,D,3,3,D
85717,85717,AZ007,D,8,8,D
85718,85724,AZ007,D,3,3,D
85725,85725,AZ007,D,8,8,D
85726,85726,AZ007,D,3,3,D
85728,85728,AZ007,D,8,8,D
85730,85730,AZ007,D,3,3,D
85731,85734,AZ007,D,8,8,D
85735,85737,AZ007,D,3,3,D
85738,85738,AZ007,D,8,8,D
85739,85739,AZ007,D,3,3,D
85740,85740,AZ007,D,8,8,D
85741,85750,AZ007,D,3,3,D
85751,85754,AZ007,D,8,8,D
85755,85757,AZ007,D,3,3,D
85901,85927,AZ006,D,8,8,D
85928,85928,AZ006,D,4,4,D
85929,85930,AZ006,D,8,8,D
85931,85931,AZ006,D,4,4,D
85932,85932,AZ006,D,8,8,D
85933,85933,AZ006,D,4,4,D
85934,86004,AZ006,D,8,8,D
86005,86005,AZ006,D,4,4,D
86011,86016,AZ006,D,8,8,D
86017,86017,AZ006,D,4,4,D
86018,86023,AZ006,D,8,8,D
86024,86024,AZ006,D,4,4,D
86025,86036,AZ006,D,8,8,D
86038,86038,AZ006,D,4,4,D
86039,86054,AZ006,D,8,8,D
86301,86301,AZ006,D,4,4,D
86302,86302,AZ006,D,8,8,D
86303,86303,AZ006,D,4,4,D
86304,86304,AZ006,D,8,8,D
86305,86305,AZ006,D,4,4,D
86312,86312,AZ006,D,8,8,D
86313,86315,AZ006,D,4,4,D
86320,86320,AZ006,D,8,8,D
86321,86336,AZ006,D,4,4,D
86337,86337,AZ006,D,8,8,D
86338,86338,AZ006,D,4,4,D
86339,86340,AZ006,D,8,8,D
86341,86351,AZ006,D,4,4,D
86401,86412,AZ006,D,8,8,D
86413,86426,NV001,D,4,4,D
86427,86427,AZ006,D,8,8,D
86429,86429,NV001,D,4,4,D
86430,86430,AZ006,D,8,8,D
86431,86431,NV001,D,4,4,D
86432,86432,AZ006,D,8,8,D
86433,86433,NV001,D,4,4,D
86434,86440,AZ006,D,8,8,D
86441,86445,NV001,D,4,4,D
86446,86514,AZ006,D,8,8,D
86515,86515,NM001,D,8,8,D
86520,86556,AZ006,D,8,8,D
87001,87004,NM001,D,3,3,D
87005,87005,NM001,D,4,4,D
87006,87006,NM001,D,3,3,D
87007,87007,NM001,D,4,4,D
87008,87008,NM001,D,3,3,D
87009,87009,NM001,D,8,8,D
87010,87014,NM001,D,4,4,D
87015,87015,NM001,D,3,3,D
87016,87021,NM001,D,4,4,D
87022,87024,NM001,D,3,3,D
87025,87025,NM001,D,4,4,D
87026,87026,NM001,D,3,3,D
87027,87029,NM001,D,4,4,D
87031,87032,NM001,D,3,3,D
87034,87034,NM001,D,4,4,D
87035,87035,NM001,D,3,3,D
87036,87040,NM001,D,4,4,D
87041,87043,NM001,D,3,3,D
87044,87046,NM001,D,4,4,D
87047,87048,NM001,D,3,3,D
87049,87051,NM001,D,4,4,D
87052,87053,NM001,D,3,3,D
87056,87056,NM001,D,4,4,D
87059,87059,NM001,D,3,3,D
87060,87060,NM001,D,8,8,D
87061,87061,NM001,D,4,4,D
87062,87062,NM001,D,3,3,D
87063,87064,NM001,D,4,4,D
87068,87068,NM001,D,3,3,D
87070,87070,NM001,D,4,4,D
87072,87072,NM001,D,3,3,D
87083,87083,NM001,D,4,4,D
87101,87102,NM001,D,3,3,D
87103,87103,NM001,D,8,8,D
87104,87117,NM001,D,3,3,D
87119,87119,NM001,D,8,8,D
87120,87124,NM001,D,3,3,D
87125,87125,NM001,D,8,8,D
87131,87151,NM001,D,3,3,D
87153,87154,NM001,D,8,8,D
87158,87158,NM001,D,3,3,D
87174,87195,NM001,D,8,8,D
87196,87196,NM001,D,3,3,D
87197,87199,NM001,D,8,8,D
87301,87301,NM001,D,4,4,D
87302,87310,NM001,D,8,8,D
87311,87319,NM001,D,4,4,D
87320,87320,NM001,D,8,8,D
87321,87323,NM001,D,4,4,D
87325,87328,NM001,D,8,8,D
87347,87357,NM001,D,4,4,D
87364,87365,NM001,D,8,8,D
87375,87375,NM001,D,4,4,D
87401,87499,NM001,D,8,8,D
87501,87501,NM001,D,4,4,D
87502,87504,NM001,D,8,8,D
87505,87508,NM001,D,4,4,D
87509,87509,NM001,D,8,8,D
87510,87511,NM001,D,4,4,D
87512,87512,NM001,D,8,8,D
87513,87518,NM001,D,4,4,D
87519,87520,NM001,D,8,8,D
87521,87523,NM001,D,4,4,D
87524,87525,NM001,D,8,8,D
87527,87527,NM001,D,4,4,D
87528,87528,NM001,D,8,8,D
87529,87544,NM001,D,4,4,D
87545,87545,NM001,D,8,8,D
87547,87549,NM001,D,4,4,D
87551,87551,NM001,D,8,8,D
87552,87554,NM001,D,4,4,D
87556,87556,NM001,D,8,8,D
87557,87557,NM001,D,4,4,D
87558,87558,NM001,D,8,8,D
87560,87574,NM001,D,4,4,D
87575,87576,NM001,D,8,8,D
87577,87583,NM001,D,4,4,D
87592,87594,NM001,D,8,8,D
87654,87654,TX004,D,8,8,D
87701,87701,NM001,D,4,4,D
87710,87710,NM001,D,8,8,D
87711,87713,NM001,D,4,4,D
87714,87722,NM001,D,8,8,D
87723,87724,NM001,D,4,4,D
87728,87730,NM001,D,8,8,D
87731,87731,NM001,D,4,4,D
87732,87740,NM001,D,8,8,D
87742,87742,NM001,D,4,4,D
87743,87743,NM001,D,8,8,D
87745,87745,NM001,D,4,4,D
87746,87749,NM001,D,8,8,D
87750,87750,NM001,D,4,4,D
87752,87752,NM001,D,8,8,D
87753,87801,NM001,D,4,4,D
87820,87820,NM001,D,8,8,D
87821,87823,NM001,D,4,4,D
87824,87824,NM001,D,8,8,D
87825,87825,NM001,D,4,4,D
87827,87827,NM001,D,8,8,D
87828,87828,NM001,D,4,4,D
87829,87830,NM001,D,8,8,D
87831,87832,NM001,D,4,4,D
87901,87937,TX004,D,4,4,D
87939,87939,TX004,D,8,8,D
87940,87942,TX004,D,4,4,D
87943,87943,TX004,D,8,8,D
88001,88003,TX004,D,4,4,D
88004,88004,TX004,D,8,8,D
88005,88005,TX004,D,4,4,D
88006,88006,TX004,D,8,8,D
88007,88007,TX004,D,4,4,D
88008,88008,TX004,D,3,3,D
88009,88009,NM001,D,8,8,D
88011,88012,TX004,D,4,4,D
88013,88013,TX004,D,8,8,D
88020,88020,NM001,D,8,8,D
88021,88021,TX004,D,3,3,D
88022,88023,TX004,D,8,8,D
88024,88024,TX004,D,3,3,D
88025,88025,NM001,D,8,8,D
88026,88026,TX004,D,8,8,D
88027,88027,TX004,D,3,3,D
88028,88028,NM001,D,8,8,D
88029,88030,TX004,D,4,4,D
88031,88031,TX004,D,8,8,D
88032,88034,TX004,D,4,4,D
88036,88036,TX004,D,8,8,D
88038,88042,NM001,D,8,8,D
88043,88043,TX004,D,8,8,D
88044,88044,TX004,D,3,3,D
88045,88045,TX004,D,8,8,D
88046,88047,TX004,D,4,4,D
88048,88048,TX004,D,3,3,D
88049,88049,TX004,D,8,8,D
88051,88051,NM001,D,8,8,D
88052,88052,TX004,D,4,4,D
88053,88053,TX004,D,8,8,D
88054,88054,TX004,D,4,4,D
88055,88056,NM001,D,8,8,D
88058,88058,TX004,D,4,4,D
88061,88062,TX004,D,8,8,D
88063,88063,TX004,D,3,3,D
88065,88065,TX004,D,8,8,D
88072,88081,TX004,D,3,3,D
88101,88135,NM001,D,8,8,D
88136,88136,NM001,D,4,4,D
88201,88317,NM001,D,8,8,D
88318,88321,NM001,D,4,4,D
88323,88352,NM001,D,8,8,D
88353,88353,NM001,D,4,4,D
88354,88416,NM001,D,8,8,D
88417,88417,NM001,D,4,4,D
88418,88430,NM001,D,8,8,D
88431,88431,NM001,D,4,4,D
88433,88434,NM001,D,8,8,D
88435,88435,NM001,D,4,4,D
88436,88439,NM001,D,8,8,D
88513,88590,TX004,D,8,8,D
88901,88905,NV001,D,3,3,D
89001,89001,NV001,D,4,4,D
89002,89002,NV001,D,3,3,D
89003,89003,NV001,D,4,4,D
89004,89005,NV001,D,3,3,D
89006,89006,NV001,D,8,8,D
89007,89008,NV001,D,4,4,D
89009,89010,NV001,D,8,8,D
89011,89012,NV001,D,3,3,D
89013,89013,NV001,D,8,8,D
89014,89015,NV001,D,3,3,D
89016,89016,NV001,D,8,8,D
89017,89017,NV001,D,4,4,D
89018,89019,NV001,D,3,3,D
89020,89021,NV001,D,4,4,D
89022,89022,NV001,D,8,8,D
89023,89023,NV001,D,4,4,D
89024,89024,NV001,D,8,8,D
89025,89029,NV001,D,4,4,D
89030,89033,NV001,D,3,3,D
89034,89034,NV001,D,4,4,D
89036,89036,NV001,D,8,8,D
89037,89037,NV001,D,3,3,D
89039,89041,NV001,D,4,4,D
89042,89043,NV001,D,8,8,D
89044,89044,NV001,D,3,3,D
89045,89045,NV001,D,8,8,D
89046,89046,NV001,D,4,4,D
89047,89047,NV001,D,8,8,D
89048,89048,NV001,D,4,4,D
89049,89049,NV001,D,8,8,D
89052,89052,NV001,D,3,3,D
89053,89053,NV001,D,8,8,D
89054,89054,NV001,D,3,3,D
89060,89067,NV001,D,4,4,D
89070,89074,NV001,D,3,3,D
89077,89077,NV001,D,8,8,D
89081,89104,NV001,D,3,3,D
89105,89105,NV001,D,8,8,D
89106,89110,NV001,D,3,3,D
89111,89112,NV001,D,8,8,D
89113,89113,NV001,D,3,3,D
89114,89114,NV001,D,8,8,D
89115,89115,NV001,D,3,3,D
89116,89116,NV001,D,8,8,D
89117,89124,NV001,D,3,3,D
89125,89127,NV001,D,8,8,D
89128,89131,NV001,D,3,3,D
89132,89133,NV001,D,8,8,D
89134,89135,NV001,D,3,3,D
89136,89137,NV001,D,8,8,D
89138,89139,NV001,D,3,3,D
89140,89140,NV001,D,8,8,D
89141,89153,NV001,D,3,3,D
89154,89154,NV001,D,8,8,D
89155,89156,NV001,D,3,3,D
89157,89157,NV001,D,8,8,D
89158,89159,NV001,D,3,3,D
89160,89160,NV001,D,8,8,D
89161,89161,NV001,D,3,3,D
89162,89162,NV001,D,8,8,D
89163,89169,NV001,D,3,3,D
89170,89173,NV001,D,8,8,D
89177,89179,NV001,D,3,3,D
89180,89180,NV001,D,8,8,D
89183,89191,NV001,D,3,3,D
89193,89193,NV001,D,8,8,D
89195,89199,NV001,D,3,3,D
89301,89301,NV001,D,8,8,D
89310,89310,NV002,D,8,8,D
89311,89319,NV001,D,8,8,D
89402,89403,NV002,D,3,3,D
89404,89404,NV002,D,8,8,D
89405,89406,NV002,D,4,4,D
89407,89407,NV002,D,8,8,D
89408,89408,NV002,D,3,3,D
89409,89409,NV002,D,4,4,D
89410,89411,NV002,D,3,3,D
89412,89412,NV002,D,4,4,D
89413,89413,NV002,D,3,3,D
89414,89414,NV002,D,8,8,D
89415,89419,NV002,D,4,4,D
89420,89420,NV002,D,8,8,D
89421,89421,ID001,D,8,8,D
89422,89422,NV002,D,8,8,D
89423,89424,NV002,D,3,3,D
89425,89426,NV002,D,8,8,D
89427,89427,NV002,D,4,4,D
89428,89429,NV002,D,3,3,D
89430,89430,NV002,D,4,4,D
89431,89431,NV002,D,3,3,D
89432,89432,NV002,D,8,8,D
89433,89434,NV002,D,3,3,D
89435,89435,NV002,D,8,8,D
89436,89436,NV002,D,3,3,D
89438,89438,NV002,D,8,8,D
89439,89442,NV002,D,3,3,D
89444,89444,NV002,D,4,4,D
89445,89446,NV002,D,8,8,D
89447,89449,NV002,D,4,4,D
89450,89450,NV002,D,8,8,D
89451,89451,NV002,D,3,3,D
89452,89452,NV002,D,8,8,D
89460,89460,NV002,D,3,3,D
89496,89496,NV002,D,4,4,D
89501,89503,NV002,D,3,3,D
89504,89505,NV002,D,8,8,D
89506,89512,NV002,D,3,3,D
89513,89515,NV002,D,8,8,D
89519,89519,NV002,D,3,3,D
89520,89520,NV002,D,8,8,D
89521,89523,NV002,D,3,3,D
89533,89533,NV002,D,8,8,D
89557,89557,NV002,D,3,3,D
89570,89570,NV002,D,8,8,D
89595,89701,NV002,D,3,3,D
89702,89702,NV002,D,8,8,D
89703,89714,NV002,D,3,3,D
89721,89721,NV002,D,8,8,D
89801,89801,UT001,D,8,8,D
89802,89831,NV002,D,8,8,D
89832,89832,ID001,D,8,8,D
89833,89883,NV002,D,8,8,D
90001,90029,CA004,D,3,3,D
90030,90030,CA004,D,8,8,D
90031,90049,CA004,D,3,3,D
90050,90051,CA004,D,8,8,D
90052,90052,CA004,D,3,3,D
90053,90055,CA004,D,8,8,D
90056,90059,CA004,D,3,3,D
90060,90060,CA004,D,8,8,D
90061,90069,CA004,D,3,3,D
90070,90070,CA004,D,8,8,D
90071,90074,CA004,D,3,3,D
90075,90076,CA004,D,8,8,D
90077,90077,CA004,D,3,3,D
90078,90078,CA004,D,8,8,D
90079,90079,CA004,D,3,3,D
90080,90083,CA004,D,8,8,D
90084,90086,CA004,D,3,3,D
90087,90087,CA004,D,8,8,D
90088,90090,CA004,D,3,3,D
90091,90093,CA004,D,8,8,D
90094,90201,CA004,D,3,3,D
90202,90202,CA004,D,8,8,D
90209,90212,CA004,D,3,3,D
90213,90213,CA004,D,8,8,D
90220,90222,CA004,D,3,3,D
90223,90224,CA004,D,8,8,D
90230,90263,CA004,D,3,3,D
90264,90264,CA004,D,8,8,D
90265,90265,CA004,D,4,4,D
90266,90266,CA004,D,3,3,D
90267,90267,CA004,D,8,8,D
90270,90294,CA004,D,3,3,D
90295,90296,CA004,D,8,8,D
90301,90305,CA004,D,3,3,D
90306,90310,CA004,D,8,8,D
90311,90311,CA004,D,3,3,D
90312,90312,CA004,D,8,8,D
90401,90405,CA004,D,3,3,D
90406,90411,CA004,D,8,8,D
90501,90506,CA004,D,3,3,D
90507,90510,CA004,D,8,8,D
90601,90606,CA004,D,3,3,D
90607,90610,CA004,D,8,8,D
90620,90623,CA004,D,3,3,D
90624,90624,CA004,D,8,8,D
90630,90632,CA004,D,3,3,D
90633,90633,CA004,D,8,8,D
90637,90650,CA004,D,3,3,D
90651,90652,CA004,D,8,8,D
90660,90660,CA004,D,3,3,D
90661,90661,CA004,D,8,8,D
90662,90703,CA004,D,3,3,D
90704,90704,CA004,D,4,4,D
90706,90732,CA004,D,3,3,D
90733,90733,CA004,D,8,8,D
90734,90748,CA004,D,3,3,D
90749,90749,CA004,D,8,8,D
90755,90831,CA004,D,3,3,D
90832,90832,CA004,D,8,8,D
90833,90848,CA004,D,3,3,D
90853,90853,CA004,D,8,8,D
90895,91030,CA004,D,3,3,D
91031,91031,CA004,D,8,8,D
91040,91040,CA004,D,3,3,D
91041,91041,CA004,D,8,8,D
91042,91042,CA004,D,3,3,D
91043,91043,CA004,D,8,8,D
91046,91046,CA004,D,3,3,D
91066,91066,CA004,D,8,8,D
91077,91101,CA004,D,3,3,D
91102,91102,CA004,D,8,8,D
91103,91110,CA004,D,3,3,D
91114,91118,CA004,D,8,8,D
91121,91208,CA004,D,3,3,D
91209,91209,CA004,D,8,8,D
91210,91214,CA004,D,3,3,D
91221,91221,CA004,D,8,8,D
91222,91222,CA004,D,3,3,D
91224,91226,CA004,D,8,8,D
91301,91302,CA004,D,4,4,D
91303,91304,CA004,D,3,3,D
91305,91305,CA004,D,8,8,D
91306,91307,CA004,D,3,3,D
91308,91310,CA004,D,8,8,D
91311,91316,CA004,D,3,3,D
91319,91319,CA004,D,8,8,D
91320,91320,CA004,D,4,4,D
91321,91321,CA004,D,3,3,D
91322,91322,CA004,D,8,8,D
91324,91326,CA004,D,3,3,D
91327,91328,CA004,D,8,8,D
91329,91331,CA004,D,3,3,D
91333,91334,CA004,D,8,8,D
91335,91345,CA004,D,3,3,D
91346,91346,CA004,D,8,8,D
91350,91350,CA004,D,3,3,D
91351,91351,CA004,D,4,4,D
91352,91352,CA004,D,3,3,D
91353,91353,CA004,D,8,8,D
91354,91355,CA004,D,4,4,D
91356,91357,CA004,D,3,3,D
91358,91358,CA004,D,4,4,D
91359,91359,CA004,D,8,8,D
91360,91362,CA004,D,4,4,D
91364,91364,CA004,D,3,3,D
91365,91365,CA004,D,8,8,D
91367,91371,CA004,D,3,3,D
91372,91376,CA004,D,8,8,D
91377,91377,CA004,D,4,4,D
91380,91380,CA004,D,8,8,D
91381,91382,CA004,D,3,3,D
91383,91384,CA004,D,4,4,D
91385,91386,CA004,D,8,8,D
91387,91390,CA004,D,4,4,D
91392,91392,CA004,D,3,3,D
91393,91393,CA004,D,8,8,D
91394,91394,CA004,D,3,3,D
91395,91396,CA004,D,8,8,D
91401,91403,CA004,D,3,3,D
91404,91404,CA004,D,8,8,D
91405,91406,CA004,D,3,3,D
91407,91408,CA004,D,8,8,D
91409,91411,CA004,D,3,3,D
91412,91416,CA004,D,8,8,D
91423,91423,CA004,D,3,3,D
91426,91426,CA004,D,8,8,D
91436,91502,CA004,D,3,3,D
91503,91503,CA004,D,8,8,D
91504,91506,CA004,D,3,3,D
91507,91508,CA004,D,8,8,D
91510,91602,CA004,D,3,3,D
91603,91603,CA004,D,8,8,D
91604,91608,CA004,D,3,3,D
91609,91609,CA004,D,8,8,D
91610,91612,CA004,D,3,3,D
91614,91617,CA004,D,8,8,D
91701,91715,CA004,D,3,3,D
91716,91716,CA004,D,8,8,D
91722,91748,CA004,D,3,3,D
91749,91749,CA004,D,8,8,D
91750,91804,CA004,D,3,3,D
91901,91902,CA024,D,3,3,D
91903,91903,CA004,D,8,8,D
91905,91906,CA024,D,4,4,D
91908,91908,CA004,D,8,8,D
91909,91911,CA024,D,3,3,D
91912,91912,CA024,D,8,8,D
91913,91917,CA024,D,3,3,D
91921,91921,CA024,D,8,8,D
91931,91932,CA024,D,3,3,D
91933,91933,CA024,D,8,8,D
91934,91934,CA024,D,4,4,D
91935,91943,CA024,D,3,3,D
91944,91944,CA024,D,8,8,D
91945,91946,CA024,D,3,3,D
91948,91948,CA024,D,4,4,D
91950,91962,CA024,D,3,3,D
91963,91963,CA024,D,4,4,D
91976,91978,CA024,D,3,3,D
91979,91979,CA024,D,8,8,D
91980,91987,CA024,D,4,4,D
92003,92003,CA024,D,3,3,D
92004,92004,CA024,D,4,4,D
92007,92011,CA024,D,3,3,D
92013,92013,CA024,D,8,8,D
92014,92014,CA024,D,3,3,D
92018,92018,CA024,D,8,8,D
92019,92021,CA024,D,3,3,D
92022,92022,CA024,D,8,8,D
92023,92029,CA024,D,3,3,D
92030,92033,CA024,D,8,8,D
92036,92036,CA024,D,4,4,D
92037,92037,CA024,D,3,3,D
92038,92039,CA024,D,8,8,D
92040,92040,CA024,D,3,3,D
92046,92046,CA024,D,8,8,D
92049,92049,CA024,D,3,3,D
92051,92052,CA024,D,8,8,D
92054,92059,CA024,D,3,3,D
92060,92060,CA024,D,4,4,D
92061,92065,CA024,D,3,3,D
92066,92066,CA024,D,4,4,D
92067,92067,CA024,D,8,8,D
92068,92071,CA024,D,3,3,D
92072,92072,CA024,D,8,8,D
92074,92078,CA024,D,3,3,D
92079,92079,CA024,D,8,8,D
92081,92085,CA024,D,3,3,D
92086,92088,CA024,D,4,4,D
92091,92111,CA024,D,3,3,D
92112,92112,CA024,D,8,8,D
92113,92136,CA024,D,3,3,D
92137,92137,CA024,D,8,8,D
92138,92140,CA024,D,3,3,D
92142,92143,CA024,D,8,8,D
92145,92147,CA024,D,3,3,D
92149,92150,CA024,D,8,8,D
92152,92158,CA024,D,3,3,D
92159,92160,CA024,D,8,8,D
92161,92161,CA024,D,3,3,D
92163,92172,CA024,D,8,8,D
92173,92173,CA024,D,3,3,D
92174,92178,CA024,D,8,8,D
92179,92182,CA024,D,3,3,D
92186,92186,CA024,D,8,8,D
92187,92187,CA024,D,3,3,D
92191,92196,CA024,D,8,8,D
92197,92197,CA024,D,3,3,D
92198,92198,CA024,D,8,8,D
92199,92199,CA024,D,3,3,D
92201,92201,CA004,D,4,4,D
92202,92202,CA004,D,8,8,D
92203,92220,CA004,D,4,4,D
92222,92222,CA004,D,8,8,D
92223,92223,CA004,D,4,4,D
92225,92226,CA004,D,8,8,D
92227,92227,CA024,D,4,4,D
92230,92230,CA004,D,4,4,D
92231,92231,CA024,D,4,4,D
92232,92232,CA004,D,8,8,D
92233,92233,CA024,D,4,4,D
92234,92234,CA004,D,4,4,D
92235,92235,CA004,D,8,8,D
92236,92236,CA004,D,4,4,D
92239,92239,CA004,D,8,8,D
92240,92241,CA004,D,4,4,D
92242,92242,CA004,D,8,8,D
92243,92243,CA024,D,4,4,D
92244,92248,CA004,D,8,8,D
92249,92251,CA024,D,4,4,D
92252,92254,CA004,D,4,4,D
92255,92255,CA004,D,8,8,D
92256,92256,CA004,D,4,4,D
92257,92257,CA024,D,8,8,D
92258,92258,CA004,D,4,4,D
92259,92259,CA024,D,4,4,D
92260,92260,CA004,D,4,4,D
92261,92261,CA004,D,8,8,D
92262,92264,CA004,D,4,4,D
92266,92266,CA024,D,8,8,D
92267,92267,CA004,D,8,8,D
92268,92270,CA004,D,4,4,D
92273,92273,CA024,D,4,4,D
92274,92275,CA024,D,8,8,D
92276,92278,CA004,D,4,4,D
92280,92280,CA004,D,8,8,D
92281,92281,CA024,D,4,4,D
92282,92282,CA004,D,4,4,D
92283,92283,CA024,D,8,8,D
92284,92285,CA004,D,4,4,D
92286,92286,CA004,D,8,8,D
92301,92301,CA004,D,4,4,D
92304,92304,CA004,D,8,8,D
92305,92311,CA004,D,4,4,D
92312,92312,CA004,D,8,8,D
92313,92315,CA004,D,4,4,D
92316,92316,CA004,D,3,3,D
92317,92322,CA004,D,4,4,D
92323,92323,CA004,D,8,8,D
92324,92327,CA004,D,4,4,D
92328,92332,CA004,D,8,8,D
92333,92333,CA004,D,4,4,D
92334,92334,CA004,D,8,8,D
92335,92337,CA004,D,3,3,D
92338,92338,CA004,D,8,8,D
92339,92339,CA004,D,4,4,D
92340,92340,CA004,D,8,8,D
92341,92359,CA004,D,4,4,D
92363,92364,CA004,D,8,8,D
92365,92365,CA004,D,4,4,D
92366,92366,CA004,D,8,8,D
92368,92374,CA004,D,4,4,D
92375,92375,CA004,D,8,8,D
92376,92382,CA004,D,4,4,D
92384,92384,CA004,D,8,8,D
92385,92386,CA004,D,4,4,D
92389,92389,CA004,D,8,8,D
92391,92401,CA004,D,4,4,D
92402,92402,CA004,D,8,8,D
92403,92405,CA004,D,4,4,D
92406,92406,CA004,D,8,8,D
92407,92411,CA004,D,4,4,D
92413,92413,CA004,D,8,8,D
92415,92418,CA004,D,4,4,D
92423,92427,CA004,D,8,8,D
92501,92501,CA004,D,3,3,D
92502,92502,CA004,D,8,8,D
92503,92509,CA004,D,3,3,D
92513,92517,CA004,D,8,8,D
92518,92518,CA004,D,4,4,D
92519,92519,CA004,D,8,8,D
92521,92522,CA004,D,3,3,D
92530,92530,CA004,D,4,4,D
92531,92531,CA004,D,8,8,D
92532,92545,CA004,D,4,4,D
92546,92546,CA004,D,8,8,D
92548,92551,CA004,D,4,4,D
92552,92552,CA004,D,8,8,D
92553,92553,CA004,D,4,4,D
92554,92554,CA004,D,8,8,D
92555,92555,CA004,D,4,4,D
92556,92556,CA004,D,8,8,D
92557,92563,CA004,D,4,4,D
92564,92564,CA004,D,8,8,D
92567,92571,CA004,D,4,4,D
92572,92572,CA004,D,8,8,D
92581,92587,CA004,D,4,4,D
92589,92589,CA004,D,8,8,D
92590,92592,CA004,D,4,4,D
92593,92593,CA004,D,8,8,D
92595,92599,CA004,D,4,4,D
92602,92607,CA004,D,3,3,D
92609,92609,CA004,D,8,8,D
92610,92673,CA004,D,3,3,D
92674,92674,CA004,D,4,4,D
92675,92816,CA004,D,3,3,D
92817,92817,CA004,D,8,8,D
92821,92899,CA004,D,3,3,D
93001,93001,CA004,D,4,4,D
93002,93002,CA004,D,8,8,D
93003,93004,CA004,D,4,4,D
93005,93005,CA004,D,8,8,D
93006,93006,CA004,D,4,4,D
93007,93007,CA004,D,8,8,D
93009,93010,CA004,D,4,4,D
93011,93011,CA004,D,8,8,D
93012,93013,CA004,D,4,4,D
93014,93014,CA004,D,8,8,D
93015,93015,CA004,D,4,4,D
93016,93016,CA004,D,8,8,D
93020,93030,CA004,D,4,4,D
93031,93032,CA004,D,8,8,D
93033,93033,CA004,D,4,4,D
93034,93034,CA004,D,8,8,D
93035,93043,CA004,D,4,4,D
93044,93044,CA004,D,8,8,D
93060,93060,CA004,D,4,4,D
93061,93062,CA004,D,8,8,D
93063,93067,CA004,D,4,4,D
93094,93094,CA004,D,8,8,D
93099,93101,CA004,D,4,4,D
93102,93102,CA004,D,8,8,D
93103,93105,CA004,D,4,4,D
93106,93107,CA004,D,8,8,D
93108,93111,CA004,D,4,4,D
93116,93116,CA004,D,8,8,D
93117,93117,CA004,D,4,4,D
93118,93221,CA004,D,8,8,D
93222,93222,CA004,D,4,4,D
93223,93224,CA004,D,8,8,D
93225,93225,CA004,D,4,4,D
93226,93242,CA004,D,8,8,D
93243,93243,CA004,D,4,4,D
93244,93251,CA004,D,8,8,D
93252,93252,CA004,D,4,4,D
93254,93390,CA004,D,8,8,D
93401,93401,CA001,D,8,8,D
93402,93402,CA027,D,3,3,D
93403,93403,CA027,D,8,8,D
93405,93405,CA027,D,3,3,D
93406,93406,CA027,D,8,8,D
93407,93410,CA027,D,3,3,D
93412,93412,CA027,D,8,8,D
93420,93420,CA027,D,3,3,D
93421,93421,CA004,D,8,8,D
