LOWZIP,HIGHZIP,TERMINAL,SERV_IN,SERV_OUT,DAYS_IN,DAYS_OUT
10985,10985,NY015,D,3,3,D
10986,10986,NJ006,D,3,3,D
10987,10987,NY015,D,3,3,D
10988,10988,NY015,D,4,4,D
10989,10989,NJ006,D,3,3,D
10990,10990,NY015,D,4,4,D
10992,10992,NY015,D,3,3,D
10993,10994,NJ006,D,3,3,D
10996,10996,NY015,D,3,3,D
10998,10998,NY015,D,4,4,D
11001,11001,NY001,D,3,3,D
11002,11002,NY001,D,8,8,D
11003,11021,NY001,D,3,3,D
11022,11022,NY001,D,8,8,D
11023,11201,NY001,D,3,3,D
11202,11202,NY001,D,8,8,D
11203,11245,NY001,D,3,3,D
11247,11247,NY001,D,8,8,D
11249,11251,NY001,D,3,3,D
11252,11252,NY001,D,4,4,D
11256,11379,NY001,D,3,3,D
11380,11380,NY001,D,8,8,D
11381,11385,NY001,D,3,3,D
11386,11386,NY001,D,8,8,D
11405,11570,NY001,D,3,3,D
11571,11571,NY001,D,8,8,D
11572,11706,NY001,D,3,3,D
11707,11707,NY001,D,8,8,D
11709,11758,NY001,D,3,3,D
11760,11760,NY001,D,8,8,D
11762,11901,NY001,D,3,3,D
11930,11930,NY001,D,4,4,D
11931,11931,NY001,D,3,3,D
11932,11932,NY001,D,4,4,D
11933,11934,NY001,D,3,3,D
11935,11939,NY001,D,4,4,D
11940,11942,NY001,D,3,3,D
11944,11946,NY001,D,4,4,D
11947,11947,NY001,D,3,3,D
11948,11948,NY001,D,4,4,D
11949,11951,NY001,D,3,3,D
11952,11952,NY001,D,4,4,D
11953,11953,NY001,D,3,3,D
11954,11954,NY001,D,4,4,D
11955,11955,NY001,D,3,3,D
11956,11958,NY001,D,4,4,D
11959,11959,NY001,D,3,3,D
11960,11960,NY001,D,4,4,D
11961,11961,NY001,D,3,3,D
11962,11965,NY001,D,4,4,D
11967,11967,NY001,D,3,3,D
11968,11968,NY001,D,4,4,D
11969,11969,NY001,D,8,8,D
11970,11970,NY001,D,3,3,D
11971,11971,NY001,D,4,4,D
11972,11973,NY001,D,3,3,D
11975,11976,NY001,D,4,4,D
11977,11980,NY001,D,3,3,D
12007,12007,NY004,D,4,4,D
12008,12010,NY004,D,3,3,D
12015,12015,NY004,D,4,4,D
12016,12016,NY004,D,3,3,D
12017,12017,NY004,D,4,4,D
12018,12028,NY004,D,3,3,D
12029,12029,NY004,D,4,4,D
12031,12035,NY004,D,3,3,D
12036,12040,NY004,D,4,4,D
12041,12041,NY004,D,3,3,D
12042,12042,NY004,D,4,4,D
12043,12047,NY004,D,3,3,D
12050,12051,NY004,D,4,4,D
12052,12054,NY004,D,3,3,D
12055,12055,NY004,D,4,4,D
12056,12057,NY004,D,3,3,D
12058,12058,NY004,D,4,4,D
12059,12059,NY004,D,3,3,D
12060,12060,NY004,D,4,4,D
12061,12063,NY004,D,3,3,D
12064,12064,NY004,D,4,4,D
12065,12070,NY004,D,3,3,D
12071,12071,NY004,D,4,4,D
12072,12074,NY004,D,3,3,D
12075,12076,NY004,D,4,4,D
12077,12082,NY004,D,3,3,D
12083,12083,NY004,D,4,4,D
12084,12086,NY004,D,3,3,D
12087,12087,NY004,D,4,4,D
12089,12092,NY004,D,3,3,D
12093,12093,NY004,D,4,4,D
12094,12107,NY004,D,3,3,D
12108,12108,NY004,D,4,4,D
12110,12115,NY004,D,3,3,D
12116,12116,NY004,D,4,4,D
12117,12118,NY004,D,3,3,D
12120,12120,NY004,D,4,4,D
12121,12124,NY004,D,3,3,D
12125,12125,NY004,D,4,4,D
12128,12128,NY004,D,8,8,D
12130,12130,NY004,D,3,3,D
12131,12131,NY004,D,4,4,D
12132,12134,NY004,D,3,3,D
12136,12136,NY004,D,4,4,D
12137,12138,NY004,D,3,3,D
12139,12139,NY004,D,4,4,D
12140,12144,NY004,D,3,3,D
12147,12147,NY004,D,4,4,D
12148,12148,NY004,D,3,3,D
12149,12149,NY004,D,4,4,D
12150,12154,NY004,D,3,3,D
12155,12155,NY004,D,4,4,D
12156,12161,NY004,D,3,3,D
12164,12165,NY004,D,4,4,D
12166,12166,NY004,D,3,3,D
12167,12167,NY004,D,4,4,D
12168,12170,NY004,D,3,3,D
12172,12172,NY004,D,4,4,D
12173,12173,NY004,D,3,3,D
12174,12176,NY004,D,4,4,D
12177,12186,NY004,D,3,3,D
12187,12187,NY004,D,4,4,D
12188,12189,NY004,D,3,3,D
12190,12195,NY004,D,4,4,D
12196,12196,NY004,D,3,3,D
12197,12197,NY004,D,4,4,D
12198,12198,NY004,D,3,3,D
12201,12201,NY004,D,8,8,D
12202,12211,NY004,D,3,3,D
12212,12220,NY004,D,8,8,D
12222,12223,NY004,D,3,3,D
12224,12224,NY004,D,8,8,D
12226,12309,NY004,D,3,3,D
12325,12325,NY004,D,8,8,D
12345,12345,NY004,D,3,3,D
12401,12401,NY004,D,4,4,D
12402,12402,NY004,D,8,8,D
12404,12492,NY004,D,4,4,D
12493,12493,NY015,D,3,3,D
12494,12498,NY004,D,4,4,D
12501,12520,NY015,D,3,3,D
12521,12521,NY015,D,4,4,D
12522,12528,NY015,D,3,3,D
12529,12529,NY015,D,4,4,D
12530,12551,NY015,D,3,3,D
12552,12552,NY015,D,8,8,D
12553,12601,NY015,D,3,3,D
12602,12602,NY015,D,8,8,D
12603,12604,NY015,D,3,3,D
12701,12720,NY015,D,4,4,D
12721,12722,NY015,D,3,3,D
12723,12738,NY015,D,4,4,D
12740,12740,NY015,D,3,3,D
12741,12762,NY015,D,4,4,D
12763,12763,NY015,D,3,3,D
12764,12768,NY015,D,4,4,D
12769,12769,NY015,D,3,3,D
12770,12770,PA002,D,4,4,D
12771,12780,NY015,D,4,4,D
12781,12781,NY015,D,3,3,D
12783,12787,NY015,D,4,4,D
12788,12788,NY015,D,3,3,D
12789,12792,NY015,D,4,4,D
12801,12804,NY004,D,3,3,D
12808,12808,NY004,D,4,4,D
12809,12810,NY004,D,3,3,D
12811,12812,NY004,D,4,4,D
12814,12814,NY004,D,3,3,D
12815,12815,NY004,D,4,4,D
12816,12816,NY004,D,3,3,D
12817,12819,NY004,D,4,4,D
12820,12835,NY004,D,3,3,D
12836,12837,NY004,D,4,4,D
12838,12839,NY004,D,3,3,D
12841,12843,NY004,D,4,4,D
12844,12846,NY004,D,3,3,D
12847,12847,NY004,D,4,4,D
12848,12850,NY004,D,3,3,D
12851,12853,NY004,D,4,4,D
12854,12854,NY004,D,3,3,D
12855,12858,NY004,D,4,4,D
12859,12859,NY004,D,3,3,D
12860,12862,NY004,D,4,4,D
12863,12863,NY004,D,3,3,D
12864,12864,NY004,D,4,4,D
12865,12866,NY004,D,3,3,D
12870,12870,NY004,D,4,4,D
12871,12871,NY004,D,3,3,D
12872,12872,NY004,D,4,4,D
12873,12873,NY004,D,3,3,D
12874,12874,NY004,D,4,4,D
12878,12878,NY004,D,3,3,D
12879,12883,NY004,D,4,4,D
12884,12885,NY004,D,3,3,D
12886,12886,NY004,D,4,4,D
12887,12887,NY004,D,3,3,D
12901,12913,NY004,D,4,4,D
12914,12917,NY004,D,8,8,D
12918,12918,NY004,D,4,4,D
12919,12920,NY004,D,8,8,D
12921,12922,NY004,D,4,4,D
12923,12923,NY004,D,8,8,D
12924,12924,NY004,D,4,4,D
12926,12926,NY004,D,8,8,D
12927,12929,NY004,D,4,4,D
12930,12930,NY004,D,8,8,D
12932,12932,NY004,D,4,4,D
12933,12935,NY004,D,8,8,D
12936,12936,NY004,D,4,4,D
12937,12937,NY004,D,8,8,D
12939,12946,NY004,D,4,4,D
12949,12949,NY004,D,8,8,D
12950,12950,NY004,D,4,4,D
12952,12955,NY004,D,8,8,D
12956,12956,NY004,D,4,4,D
12957,12959,NY004,D,8,8,D
12960,12964,NY004,D,4,4,D
12965,12969,NY004,D,8,8,D
12970,12977,NY004,D,4,4,D
12978,12980,NY004,D,8,8,D
12981,12993,NY004,D,4,4,D
12995,12995,NY004,D,8,8,D
12996,12998,NY004,D,4,4,D
13020,13026,NY004,D,8,8,D
13027,13032,NY004,D,4,4,D
13033,13034,NY004,D,8,8,D
13035,13044,NY004,D,4,4,D
13045,13045,NY004,D,8,8,D
13051,13052,NY004,D,4,4,D
13053,13053,NY004,D,8,8,D
13054,13061,NY004,D,4,4,D
13062,13062,NY004,D,8,8,D
13063,13063,NY004,D,4,4,D
13064,13065,NY004,D,8,8,D
13066,13066,NY004,D,4,4,D
13068,13071,NY004,D,8,8,D
13072,13072,NY004,D,4,4,D
13073,13074,NY004,D,8,8,D
13076,13076,NY004,D,4,4,D
13077,13077,NY004,D,8,8,D
13078,13078,NY004,D,4,4,D
13080,13081,NY004,D,8,8,D
13082,13082,NY004,D,4,4,D
13083,13083,NY004,D,8,8,D
13084,13084,NY004,D,4,4,D
13087,13087,NY004,D,8,8,D
13088,13088,NY004,D,4,4,D
13089,13089,NY004,D,8,8,D
13090,13090,NY004,D,4,4,D
13092,13102,NY004,D,8,8,D
13103,13104,NY004,D,4,4,D
13107,13107,NY004,D,8,8,D
13108,13108,NY004,D,4,4,D
13110,13111,NY004,D,8,8,D
13112,13112,NY004,D,4,4,D
13113,13115,NY004,D,8,8,D
13116,13116,NY004,D,4,4,D
13117,13119,NY004,D,8,8,D
13120,13120,NY004,D,4,4,D
13121,13121,NY004,D,8,8,D
13122,13124,NY004,D,4,4,D
13126,13126,NY004,D,8,8,D
13131,13138,NY004,D,4,4,D
13139,13141,NY004,D,8,8,D
13142,13142,NY004,D,4,4,D
13143,13143,NY004,D,8,8,D
13144,13144,NY004,D,4,4,D
13145,13154,NY004,D,8,8,D
13155,13155,NY004,D,4,4,D
13156,13156,NY004,D,8,8,D
13157,13159,NY004,D,4,4,D
13160,13160,NY004,D,8,8,D
13162,13164,NY004,D,4,4,D
13165,13166,NY004,D,8,8,D
13167,13220,NY004,D,4,4,D
13221,13221,NY004,D,8,8,D
13224,13316,NY004,D,4,4,D
13317,13317,NY004,D,3,3,D
13318,13338,NY004,D,4,4,D
13339,13339,NY004,D,3,3,D
13340,13409,NY004,D,4,4,D
13410,13410,NY004,D,3,3,D
13411,13426,NY004,D,4,4,D
13428,13428,NY004,D,3,3,D
13431,13441,NY004,D,4,4,D
13442,13442,NY004,D,8,8,D
13450,13502,NY004,D,4,4,D
13503,13503,NY004,D,8,8,D
13504,13504,NY004,D,4,4,D
13505,13618,NY004,D,8,8,D
13619,13620,NY004,D,4,4,D
13621,13625,NY004,D,8,8,D
13626,13627,NY004,D,4,4,D
13628,13630,NY004,D,8,8,D
13631,13631,NY004,D,4,4,D
13632,13699,NY004,D,8,8,D
13730,13731,NY004,D,4,4,D
13732,13732,NY004,D,8,8,D
13733,13733,NY004,D,4,4,D
13734,13736,NY004,D,8,8,D
13737,13737,NY004,D,4,4,D
13738,13738,NY004,D,8,8,D
13739,13740,NY004,D,4,4,D
13743,13743,NY004,D,8,8,D
13744,13747,NY004,D,4,4,D
13748,13749,NY004,D,8,8,D
13750,13758,NY004,D,4,4,D
13760,13760,NY004,D,8,8,D
13761,13762,NY004,D,4,4,D
13763,13763,NY004,D,8,8,D
13774,13783,NY004,D,4,4,D
13784,13784,NY004,D,8,8,D
13786,13794,NY004,D,4,4,D
13795,13795,NY004,D,8,8,D
13796,13810,NY004,D,4,4,D
13811,13812,NY004,D,8,8,D
13813,13826,NY004,D,4,4,D
13827,13827,NY004,D,8,8,D
13830,13834,NY004,D,4,4,D
13835,13835,NY004,D,8,8,D
13838,13839,NY004,D,4,4,D
13840,13840,NY004,D,8,8,D
13841,13844,NY004,D,4,4,D
13845,13845,NY004,D,8,8,D
13846,13849,NY004,D,4,4,D
13850,13851,NY004,D,8,8,D
13856,13863,NY004,D,4,4,D
13864,13864,NY004,D,8,8,D
13865,13905,NY004,D,4,4,D
14001,14004,NY017,D,4,4,D
14005,14005,NY017,D,3,3,D
14006,14010,NY017,D,4,4,D
14011,14011,NY017,D,3,3,D
14012,14012,NY017,D,4,4,D
14013,14020,NY017,D,3,3,D
14021,14021,NY017,D,8,8,D
14024,14035,NY017,D,4,4,D
14036,14036,NY017,D,3,3,D
14037,14038,NY017,D,4,4,D
14039,14040,NY017,D,3,3,D
14041,14052,NY017,D,4,4,D
14054,14054,NY017,D,3,3,D
14055,14055,NY017,D,4,4,D
14056,14056,NY017,D,3,3,D
14057,14057,NY017,D,4,4,D
14058,14058,NY017,D,3,3,D
14059,14095,NY017,D,4,4,D
14098,14098,NY017,D,3,3,D
14101,14102,NY017,D,4,4,D
14103,14105,NY017,D,3,3,D
14107,14120,NY017,D,4,4,D
14125,14125,NY017,D,3,3,D
14126,14141,NY017,D,4,4,D
14143,14143,NY017,D,3,3,D
14144,14150,NY017,D,4,4,D
14151,14151,NY017,D,8,8,D
14166,14228,NY017,D,4,4,D
14231,14231,NY017,D,8,8,D
14233,14305,NY017,D,4,4,D
14410,14414,NY017,D,3,3,D
14415,14415,NY017,D,4,4,D
14416,14416,NY017,D,3,3,D
14418,14418,NY017,D,4,4,D
14420,14425,NY017,D,3,3,D
14427,14427,NY017,D,4,4,D
14428,14432,NY017,D,3,3,D
14433,14433,NY017,D,4,4,D
14435,14435,NY017,D,3,3,D
14437,14441,NY017,D,4,4,D
14443,14477,NY017,D,3,3,D
14478,14478,NY017,D,4,4,D
14479,14516,NY017,D,3,3,D
14517,14517,NY017,D,4,4,D
14518,14520,NY017,D,3,3,D
14521,14521,NY017,D,4,4,D
14522,14526,NY017,D,3,3,D
14527,14529,NY017,D,4,4,D
14530,14534,NY017,D,3,3,D
14536,14536,NY017,D,4,4,D
14537,14539,NY017,D,3,3,D
14541,14541,NY017,D,4,4,D
14542,14549,NY017,D,3,3,D
14550,14550,NY017,D,4,4,D
14551,14571,NY017,D,3,3,D
14572,14572,NY017,D,4,4,D
14580,14586,NY017,D,3,3,D
14588,14588,NY017,D,4,4,D
14589,14592,NY017,D,3,3,D
14602,14602,NY017,D,8,8,D
14603,14694,NY017,D,3,3,D
14701,14701,NY017,D,4,4,D
14702,14702,NY017,D,8,8,D
14706,14723,NY017,D,4,4,D
14724,14724,NY017,D,8,8,D
14726,14735,NY017,D,4,4,D
14736,14736,NY017,D,8,8,D
14737,14757,NY017,D,4,4,D
14758,14758,NY017,D,8,8,D
14760,14766,NY017,D,4,4,D
14767,14767,NY017,D,8,8,D
14769,14817,NY017,D,4,4,D
14818,14818,NY017,D,8,8,D
14819,14851,NY017,D,4,4,D
14852,14852,NY017,D,8,8,D
14853,14867,NY017,D,4,4,D
14869,14869,NY017,D,8,8,D
14870,14901,NY017,D,4,4,D
14902,14902,NY017,D,8,8,D
14903,14904,NY017,D,4,4,D
14905,14905,NY017,D,8,8,D
15001,15010,PA004,D,3,3,D
15012,15012,PA004,D,4,4,D
15014,15021,PA004,D,3,3,D
15022,15022,PA004,D,4,4,D
15024,15031,PA004,D,3,3,D
15032,15032,PA004,D,4,4,D
15033,15061,PA004,D,3,3,D
15062,15062,PA004,D,4,4,D
15063,15074,PA004,D,3,3,D
15075,15076,PA004,D,4,4,D
15077,15229,PA004,D,3,3,D
15230,15230,PA004,D,8,8,D
15231,15241,PA004,D,3,3,D
15242,15242,PA004,D,8,8,D
15243,15244,PA004,D,3,3,D
15250,15251,PA004,D,8,8,D
15252,15262,PA004,D,3,3,D
15264,15264,PA004,D,8,8,D
15265,15272,PA004,D,3,3,D
15274,15274,PA004,D,8,8,D
15275,15301,PA004,D,3,3,D
15310,15311,PA004,D,4,4,D
15312,15312,PA004,D,3,3,D
15313,15316,PA004,D,4,4,D
15317,15317,PA004,D,3,3,D
15320,15320,PA004,D,4,4,D
15321,15321,PA004,D,3,3,D
15322,15322,PA004,D,4,4,D
15323,15323,PA004,D,3,3,D
15324,15327,PA004,D,4,4,D
15329,15330,PA004,D,3,3,D
15331,15331,PA004,D,4,4,D
15332,15332,PA004,D,3,3,D
15333,15334,PA004,D,4,4,D
15336,15336,PA004,D,3,3,D
15337,15338,PA004,D,4,4,D
15339,15340,PA004,D,3,3,D
15341,15341,PA004,D,4,4,D
15342,15342,PA004,D,3,3,D
15344,15346,PA004,D,4,4,D
15347,15347,PA004,D,3,3,D
15348,15349,PA004,D,4,4,D
15350,15350,PA004,D,3,3,D
15351,15360,PA004,D,4,4,D
15361,15361,PA004,D,3,3,D
15362,15362,PA004,D,4,4,D
15363,15363,PA004,D,3,3,D
15364,15364,PA004,D,4,4,D
15365,15365,PA015,D,8,8,D
15366,15366,PA004,D,4,4,D
15367,15367,PA004,D,3,3,D
15368,15377,PA004,D,4,4,D
15378,15379,PA004,D,3,3,D
15380,15478,PA004,D,4,4,D
15479,15479,PA004,D,3,3,D
15480,15490,PA004,D,4,4,D
15492,15492,PA004,D,3,3,D
15501,15521,PA004,D,4,4,D
15522,15522,PA015,D,4,4,D
15530,15532,PA004,D,4,4,D
15533,15533,PA015,D,4,4,D
15534,15534,PA004,D,4,4,D
15535,15537,PA015,D,4,4,D
15538,15547,PA004,D,4,4,D
15548,15548,PA015,D,4,4,D
15549,15564,PA004,D,4,4,D
15565,15565,PA015,D,8,8,D
15601,15610,PA004,D,4,4,D
15611,15611,PA004,D,3,3,D
15612,15613,PA004,D,4,4,D
15615,15615,PA004,D,3,3,D
15616,15616,PA004,D,4,4,D
15617,15617,PA004,D,3,3,D
15618,15622,PA004,D,4,4,D
15623,15623,PA004,D,3,3,D
15624,15625,PA004,D,4,4,D
15626,15626,PA004,D,3,3,D
15627,15631,PA004,D,4,4,D
15632,15632,PA004,D,3,3,D
15633,15635,PA004,D,4,4,D
15636,15637,PA004,D,3,3,D
15638,15639,PA004,D,4,4,D
15640,15640,PA004,D,3,3,D
15641,15641,PA004,D,4,4,D
15642,15644,PA004,D,3,3,D
15646,15646,PA004,D,4,4,D
15647,15647,PA004,D,3,3,D
15650,15658,PA004,D,4,4,D
15660,15660,PA004,D,3,3,D
15661,15664,PA004,D,4,4,D
15665,15665,PA004,D,3,3,D
15666,15666,PA004,D,4,4,D
15668,15668,PA004,D,3,3,D
15670,15674,PA004,D,4,4,D
15675,15675,PA004,D,3,3,D
15676,15690,PA004,D,4,4,D
15691,15692,PA004,D,3,3,D
15693,15801,PA004,D,4,4,D
15821,15821,PA004,D,8,8,D
15822,15831,PA004,D,4,4,D
15832,15834,PA004,D,8,8,D
15840,15860,PA004,D,4,4,D
15861,15861,PA004,D,8,8,D
15863,15868,PA004,D,4,4,D
15870,15870,PA004,D,8,8,D
15901,16002,PA004,D,4,4,D
16003,16003,PA004,D,8,8,D
16016,16023,PA004,D,4,4,D
16024,16024,PA004,D,3,3,D
16025,16025,PA004,D,4,4,D
16027,16027,PA004,D,3,3,D
16028,16030,PA004,D,4,4,D
16033,16033,PA004,D,3,3,D
16034,16034,PA004,D,4,4,D
16035,16035,PA004,D,8,8,D
16036,16036,PA004,D,4,4,D
16037,16037,PA004,D,3,3,D
16038,16045,PA004,D,4,4,D
16046,16046,PA004,D,3,3,D
16048,16058,PA004,D,4,4,D
16059,16059,PA004,D,3,3,D
16061,16061,PA004,D,4,4,D
16063,16102,PA004,D,3,3,D
16103,16103,PA004,D,8,8,D
16105,16105,PA004,D,3,3,D
16107,16107,PA004,D,8,8,D
16108,16108,PA004,D,3,3,D
16110,16111,PA004,D,4,4,D
16112,16112,PA004,D,3,3,D
16113,16114,PA004,D,4,4,D
16115,16120,PA004,D,3,3,D
16121,16121,PA004,D,4,4,D
16123,16123,PA004,D,3,3,D
16124,16134,PA004,D,4,4,D
16136,16136,PA004,D,3,3,D
16137,16140,PA004,D,4,4,D
16141,16141,PA004,D,3,3,D
16142,16156,PA004,D,4,4,D
16157,16157,PA004,D,3,3,D
16159,16159,PA004,D,4,4,D
16160,16160,PA004,D,3,3,D
16161,16311,PA004,D,4,4,D
16312,16313,PA004,D,8,8,D
16314,16328,PA004,D,4,4,D
16329,16329,PA004,D,8,8,D
16331,16332,PA004,D,4,4,D
16333,16333,PA004,D,8,8,D
16334,16344,PA004,D,4,4,D
16345,16345,PA004,D,8,8,D
16346,16346,PA004,D,4,4,D
16347,16350,PA004,D,8,8,D
16351,16351,PA004,D,4,4,D
16352,16352,PA004,D,8,8,D
16353,16364,PA004,D,4,4,D
16365,16369,PA004,D,8,8,D
16370,16401,PA004,D,4,4,D
16402,16402,PA004,D,8,8,D
16403,16420,PA004,D,4,4,D
16421,16421,PA004,D,8,8,D
16422,16427,PA004,D,4,4,D
16428,16428,PA004,D,8,8,D
16430,16511,PA004,D,4,4,D
16512,16514,PA004,D,8,8,D
16515,16515,PA004,D,4,4,D
16522,16522,PA004,D,8,8,D
16530,16565,PA004,D,4,4,D
16601,16602,PA015,D,4,4,D
16603,16603,PA015,D,8,8,D
16611,16611,PA015,D,4,4,D
16613,16616,PA004,D,4,4,D
16617,16617,PA015,D,4,4,D
16619,16619,PA004,D,4,4,D
16620,16620,PA004,D,8,8,D
16621,16623,PA015,D,4,4,D
16624,16624,PA004,D,4,4,D
16625,16625,PA015,D,4,4,D
16627,16630,PA004,D,4,4,D
16631,16635,PA015,D,4,4,D
16636,16636,PA004,D,4,4,D
16637,16638,PA015,D,4,4,D
16639,16646,PA004,D,4,4,D
16647,16650,PA015,D,4,4,D
16651,16651,PA004,D,8,8,D
16652,16655,PA015,D,4,4,D
16656,16656,PA004,D,4,4,D
16657,16660,PA015,D,4,4,D
16661,16661,PA004,D,4,4,D
16662,16662,PA015,D,4,4,D
16663,16663,PA004,D,4,4,D
16664,16665,PA015,D,4,4,D
16666,16666,PA004,D,8,8,D
16667,16667,PA015,D,4,4,D
16668,16668,PA004,D,4,4,D
16669,16669,PA015,D,4,4,D
16670,16670,PA004,D,4,4,D
16671,16671,PA004,D,8,8,D
16672,16674,PA015,D,4,4,D
16675,16677,PA004,D,4,4,D
16678,16679,PA015,D,4,4,D
16680,16680,PA004,D,4,4,D
16681,16681,PA004,D,8,8,D
16682,16691,PA015,D,4,4,D
16692,16692,PA004,D,4,4,D
16693,16695,PA015,D,4,4,D
16698,16698,PA004,D,8,8,D
16699,16699,PA004,D,4,4,D
16701,16750,PA004,D,8,8,D
16801,16804,PA015,D,4,4,D
16805,16805,PA015,D,8,8,D
16820,16820,PA015,D,4,4,D
16821,16821,PA004,D,8,8,D
16822,16823,PA015,D,4,4,D
16825,16825,PA004,D,8,8,D
16826,16828,PA015,D,4,4,D
16829,16829,PA004,D,8,8,D
16830,16830,PA004,D,4,4,D
16832,16832,PA015,D,4,4,D
16833,16833,PA004,D,4,4,D
16834,16836,PA004,D,8,8,D
16837,16838,PA004,D,4,4,D
16839,16840,PA004,D,8,8,D
16841,16841,PA015,D,4,4,D
16843,16843,PA004,D,4,4,D
16844,16847,PA004,D,8,8,D
16848,16848,PA015,D,4,4,D
16849,16850,PA004,D,8,8,D
16851,16854,PA015,D,4,4,D
16855,16855,PA004,D,8,8,D
16856,16856,PA015,D,4,4,D
16858,16860,PA004,D,8,8,D
16861,16863,PA004,D,4,4,D
16864,16865,PA015,D,4,4,D
16866,16866,PA004,D,8,8,D
16868,16870,PA015,D,4,4,D
16871,16871,PA004,D,8,8,D
16872,16872,PA015,D,4,4,D
16873,16873,pa004,D,4,4,D
16874,16874,PA004,D,8,8,D
16875,16875,PA015,D,4,4,D
16876,16876,PA004,D,8,8,D
16877,16877,PA015,D,4,4,D
16878,16881,PA004,D,8,8,D
16882,16882,PA015,D,4,4,D
16901,16914,PA002,D,4,4,D
16915,16915,PA002,D,8,8,D
16917,16922,PA002,D,4,4,D
16923,16923,PA002,D,8,8,D
16925,16940,PA002,D,4,4,D
16941,16941,PA002,D,8,8,D
16942,16947,PA002,D,4,4,D
16948,16948,PA002,D,8,8,D
16950,16950,PA002,D,4,4,D
17001,17001,PA015,D,3,3,D
17002,17002,PA015,D,4,4,D
17003,17003,PA015,D,3,3,D
17004,17004,PA015,D,4,4,D
17005,17005,PA015,D,3,3,D
17006,17006,PA015,D,4,4,D
17007,17007,PA015,D,3,3,D
17009,17009,PA015,D,4,4,D
17010,17013,PA015,D,3,3,D
17014,17014,PA015,D,4,4,D
17015,17020,PA015,D,3,3,D
17021,17021,PA015,D,4,4,D
17022,17028,PA015,D,3,3,D
17029,17030,PA015,D,4,4,D
17032,17034,PA015,D,3,3,D
17035,17035,PA015,D,4,4,D
17036,17036,PA015,D,3,3,D
17037,17037,PA015,D,4,4,D
17038,17043,PA015,D,3,3,D
17044,17044,PA015,D,4,4,D
17045,17048,PA015,D,3,3,D
17049,17049,PA015,D,4,4,D
17050,17050,PA015,D,3,3,D
17051,17052,PA015,D,4,4,D
17053,17053,PA015,D,3,3,D
17054,17054,PA015,D,4,4,D
17055,17055,PA015,D,3,3,D
17056,17056,PA015,D,4,4,D
17057,17057,PA015,D,3,3,D
17058,17060,PA015,D,4,4,D
17061,17062,PA015,D,3,3,D
17063,17063,PA015,D,4,4,D
17064,17065,PA015,D,3,3,D
17066,17066,PA015,D,4,4,D
17067,17070,PA015,D,3,3,D
17071,17071,PA015,D,4,4,D
17072,17074,PA015,D,3,3,D
17075,17076,PA015,D,4,4,D
17077,17081,PA015,D,3,3,D
17082,17082,PA015,D,4,4,D
17083,17083,PA015,D,3,3,D
17084,17084,PA015,D,4,4,D
17085,17085,PA015,D,3,3,D
17086,17086,PA015,D,4,4,D
17087,17093,PA015,D,3,3,D
17094,17094,PA015,D,4,4,D
17097,17097,PA015,D,3,3,D
17098,17099,PA015,D,4,4,D
17101,17177,PA015,D,3,3,D
17201,17240,PA015,D,4,4,D
17241,17241,PA015,D,3,3,D
17243,17265,PA015,D,4,4,D
17266,17266,PA015,D,3,3,D
17267,17272,PA015,D,4,4,D
17301,17301,PA015,D,3,3,D
17302,17302,PA015,D,4,4,D
17303,17309,PA015,D,3,3,D
17310,17311,PA015,D,4,4,D
17312,17313,PA015,D,3,3,D
17314,17314,PA015,D,4,4,D
17315,17319,PA015,D,3,3,D
17320,17321,PA015,D,4,4,D
17322,17327,PA015,D,3,3,D
17329,17329,PA015,D,4,4,D
17331,17339,PA015,D,3,3,D
17340,17340,PA015,D,4,4,D
17342,17342,PA015,D,3,3,D
17343,17343,PA015,D,4,4,D
17344,17350,PA015,D,3,3,D
17352,17353,PA015,D,4,4,D
17354,17362,PA015,D,3,3,D
17363,17363,PA015,D,4,4,D
17364,17506,PA015,D,3,3,D
17507,17507,PA015,D,4,4,D
17508,17554,PA015,D,3,3,D
17555,17555,PA014,D,4,4,D
17557,17562,PA015,D,3,3,D
17563,17563,PA015,D,4,4,D
17564,17604,PA015,D,3,3,D
17605,17608,PA015,D,8,8,D
17611,17699,PA015,D,3,3,D
17701,17728,PA015,D,4,4,D
17729,17729,PA015,D,8,8,D
17730,17777,PA015,D,4,4,D
17778,17778,PA015,D,8,8,D
17779,17922,PA015,D,4,4,D
17923,17923,PA015,D,3,3,D
17925,17932,PA015,D,4,4,D
17933,17933,PA015,D,3,3,D
17934,17936,PA015,D,4,4,D
17938,17938,PA015,D,3,3,D
17941,17954,PA015,D,4,4,D
17957,17957,PA015,D,3,3,D
17959,17961,PA015,D,4,4,D
17963,17963,PA015,D,3,3,D
17964,17965,PA015,D,4,4,D
17966,17966,PA015,D,3,3,D
17967,17978,PA015,D,4,4,D
17979,17981,PA015,D,3,3,D
17982,17985,PA015,D,4,4,D
18001,18011,PA014,D,4,4,D
18012,18012,PA002,D,4,4,D
18013,18014,PA014,D,4,4,D
18015,18015,PA014,D,3,3,D
18016,18020,PA014,D,4,4,D
18030,18030,PA002,D,4,4,D
18031,18032,PA014,D,4,4,D
18034,18034,PA014,D,3,3,D
18035,18035,PA014,D,4,4,D
18036,18036,PA014,D,3,3,D
18037,18038,PA014,D,4,4,D
18039,18039,PA014,D,3,3,D
18040,18040,PA014,D,4,4,D
18041,18041,PA014,D,3,3,D
